title,sent_id,sentence
Gary DeLong,0,Gary DeLong is an American former soccer goalkeeper.
Gary DeLong,1,"In 1958, DeLong graduated from Balboa High School in San Francisco, California where he was a 1958 All State / San Francisco Section soccer player."
Gary DeLong,2,He is a member of the San Francisco Prep Hall of Fame.
Gary DeLong,3,"In 1968, he played nine games for the Vancouver Royals of the North American Soccer League."
Gary DeLong,4,"That year, he also earned six caps with the U.S. national team."
Gary DeLong,5,"His first game came in a 3 - 3 tie with Israel on September 15, 1968."
Gary DeLong,6,He was also in goal for the 4 - 0 loss to Israel ten days later.
Gary DeLong,7,"He played three 1970 FIFA World Cup qualification games that year, a loss to Canada on October 17 and two victories over Bermuda on November 2 and 10."
Epic and Other Hits,0,Epic And Other Hits is a compilation album released by Faith No More in 2005.
Epic and Other Hits,1,"Despite the album's title, only a handful of songs on it are actual hits, even though the band had other hits which do not appear here."
Epic and Other Hits,2,"The compilation greatly focuses on the band's 1989 album The Real Thing, with six out of the ten tracks taken from it."
Epic and Other Hits,3,"Epic And Other Hits is generally considered a "" weak "" compilation, and many fans see it as a way to cash in on the success of Mike Patton."
Epic and Other Hits,4,"Most notably, the Mosley - era track "" Arabian Disco "" is included, from the We Care A Lot album, which is currently out of print on CD."
Epic and Other Hits,5,The album also contains no tracks from King for a Day... Fool for a Lifetime or Introduce Yourself.
Epic and Other Hits,6,"It is presumed that this album consists of a small selection of songs licensed by Warner Bros Records to the budget label Flashback, and as such no other songs could be included without breaching copyright."
Epic and Other Hits,7,This compilation is generally not mentioned in the band's canon due to their lack of involvement in it.
Afrojack discography,0,The following is the discography of Dutch music producer and DJ Afrojack.
Afrojack discography,1,"His song "" Take Over Control "", which features Dutch singer Eva Simons, charted in 10 different countries."
Afrojack discography,2,"He released his debut EP Lost & Found on December 22, 2010."
Afrojack discography,3,"In 2011, he was featured on Pitbull's number 1 hit single "" Give Me Everything "" along with Ne - Yo and Nayer."
Afrojack discography,4,"He also contributed to the single "" Run the World (Girls) "" by Beyoncé, who initially did not include his credits on the track but was eventually forced to do so after Afrojack filed a case against her."
Afrojack discography,5,"His debut album, Forget the World, was released on 16 May 2014."
Mountain Feist,0,A Mountain Feist is a UKC and NKC breed of dog.
Mountain Feist,1,The Mountain Feist was created in the southern portion of North America.
Mountain Feist,2,It is sometimes mistaken for a rat terrier or a Jack Russell terrier.
Mountain Feist,3,The ancestral homeland of the Mountain Feist is the Southern Appalachian and Ozark Mountains.
Mountain Feist,4,"Written accounts of the dogs go back centuries to a poem by Abraham Lincoln ("" The Bear Hunt "") and George Washington's diary."
Mountain Feist,5,"A feist dog is also featured in William Faulkner's "" Go Down Moses ""."
Mountain Feist,6,"It is uncertain how long feist dogs have been in America but it is generally accepted that they played a vital role in the lives of early pioneers just like their larger relatives, curs."
Southern Maryland Blue Crabs,0,"The Southern Maryland Blue Crabs is an American professional baseball team based in Waldorf, Maryland."
Southern Maryland Blue Crabs,1,"They are a member of the Freedom Division of the Atlantic League of Professional Baseball, an independent baseball league which is not affiliated with Major League Baseball."
Southern Maryland Blue Crabs,2,"From the 2008 season to the present, the Blue Crabs have played their home games at Regency Furniture Stadium."
Southern Maryland Blue Crabs,3,"They represent the counties of Charles, Calvert, and St. Mary's, which are located on the Southern Maryland peninsula between Chesapeake Bay and the Potomac River."
Southern Maryland Blue Crabs,4,"In 2006, Southern Maryland residents chose the name "" Blue Crabs "" in a team - sponsored fan ballot."
Southern Maryland Blue Crabs,5,"The name refers to the indigenous blue crab, the official state crustacean of Maryland."
Southern Maryland Blue Crabs,6,"The Blue Crabs'fanbase has the nickname of "" Crustacean Nation "", an allusion to the Cardinal Nation and the Red Sox Nation fan clubs of the St. Louis Cardinals and Boston Red Sox."
The Immortal Alamo,0,"The Immortal Alamo is an American silent film released on May 25, 1911."
The Immortal Alamo,1,The Immortal Alamo is the earliest film version of the events surrounding the 1836 Battle of the Alamo.
The Immortal Alamo,2,"The film was directed by William F. Haddock, and produced by Gaston Méliès."
The Immortal Alamo,3,"The film's cast included Francis Ford, Edith Storey, William A. Carroll and one hundred cadets from the Peacock Military Academy."
The Immortal Alamo,4,"The film was said to be 10 minutes in length, and focused on "" pretty girl, shy hero, and a villain "" formula during the battle."
The Immortal Alamo,5,"After the Mexican army lays siege to the mission, Lieutenant Dickenson departs with a dispatch to General Sam Houston."
The Immortal Alamo,6,"Senor Navarre makes sexual advances on Dickenson's wife, Lucy, who is saved by Colonel William B. Travis."
The Immortal Alamo,7,Navarre is ousted from the mission and provides information on the Alamo to General Antonio López de Santa Anna so that he can marry Lucy Dickenson.
The Immortal Alamo,8,Lieutenant Dickenson returns with reinforcements before the wedding and kills Senor Navarre.
The Immortal Alamo,9,"The final scene of the film shows Santa Anna surrendering as a "" common soldier ""."
The Immortal Alamo,10,"The film has been noted as historically inaccurate in its plot, but that it tries for accuracy in its setting."
The Immortal Alamo,11,Reviews of the film were mixed and C. H. Claudy's criticism of the film is a striking contemporary account of the film's depiction.
The Immortal Alamo,12,"No known copies of the film exist today, and it is considered to be a lost film."
Franklin H. Elmore,0,"Franklin Harper Elmore (October 15, 1799May 29, 1850) was a United States Representative and Senator."
Franklin H. Elmore,1,"Born in Laurens District, the son of John Archer Elmore, he graduated from the South Carolina College at Columbia in 1819, studied law, was admitted to the bar in 1821 and commenced practice in Walterboro."
Franklin H. Elmore,2,"He was solicitor for the southern circuit from 1822 to 1836, a colonel on the staff of the Governor from 1824 to 1826, and was elected as a State Rights Democrat to the Twenty - fourth Congress to fill the vacancy caused by the resignation of James H. Hammond."
Franklin H. Elmore,3,"Elmore was reelected to the Twenty - fifth Congress and served from December 10, 1836, to March 4, 1839."
Franklin H. Elmore,4,From 1839 to 1850 he was president of the Bank of the State of South Carolina 1839 - 1850; he declined appointment by President James Polk as Minister to Great Britain.
Franklin H. Elmore,5,"Elmore was appointed as a Democrat to the U.S. Senate to fill the vacancy caused by the death of John C. Calhoun and served from April 11, 1850, until his own death in Washington, D.C. in 1850."
Franklin H. Elmore,6,He was interred in the First Presbyterian Churchyard in Columbia.
Edmund Chojecki,0,"Edmund Franciszek Maurycy Chojecki (; Wiski, Podlasie, 15 October 1822 – 1 December 1899, Paris) was a Polish journalist, playwright, novelist, poet and translator."
Edmund Chojecki,1,"Originally hailing from Warsaw, from 1844 he resided in France, where he wrote under the pen name Charles Edmond."
Edmund Chojecki,2,"Early on, Chojecki participated in leftist intellectual and political movements and edited Polish poet Adam Mickiewicz's political weekly magazine La Tribune des Peuples (The Peoples'Tribune)."
Edmund Chojecki,3,"In time he entered elite Parisian learned and literary circles, became secretary to Emperor Napoleon III, and co - founded the Paris daily Le Temps, predecessor to Le Monde."
Edmund Chojecki,4,"Chojecki wrote a notable Polish - language novel, Alkhadar (1854), and translated into Polish (1847) Jan Potocki's celebrated novel, The Saragossa Manuscript."
You Do Your Thing,0,You Do Your Thing is the fourth studio album by American country music duo Montgomery Gentry.
You Do Your Thing,1,It was released in 2004 (see 2004 in country music) and has been certified platinum by the RIAA.
You Do Your Thing,2,"The album produced the duo's first Number One hit on the Billboard country music charts in "" If You Ever Stop Loving Me ""; other singles included the title track, "" Gone "", and "" Something to Be Proud Of "" (also a Number One)."
